"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-16","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","17.2",",,W","   90",",,W","   90",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-17","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","14.4",",,W","  210",",,W","  220",",,W","7.6",",,W","12.5",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-18","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","18.9",",,W","  260",",,W","  220",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-19","2.8",",,W",,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","15.0",",,W","   80",",,W","   70",",,W","6.7",",,W","9.8",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-20","2.4",",,W",,,"3.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","17.8",",,W","  250",",,W","  250",",,W","11.2",",,W","15.7",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-21","4.0",",,W",,,"23.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","10.6",",,W","  330",",,W","  340",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-22","4.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","6.1",",,W","  330",",,W","  320",",,W","9.4",",,W","13.9",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-23","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","3.9",",,W","  180",",,W","  190",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-24","4.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.6",",,W","11.1",",,W","  230",",,W","  220",",,W","9.4",",,W","12.5",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-25","3.0",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","13.3",",,W","   70",",,W","  140",",,W","6.7",",,W","9.4",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-26","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","11.1",",,W","  100",",,W","  100",",,W","8.1",",,W","11.6",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-27","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","11.7",",,W","  120",",,W","   90",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-28","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","12.8",",,W","  210",",,W","  230",",,W","6.3",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-29","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","14.4",",,W","  170",",,W","  160",",,W","7.2",",,W","11.2",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-04-30","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","15.6",",,W","  180",",,W","  190",",,W","8.1",",,W","11.2",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-01","2.4",",,W",,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","17.8",",,W","  190",",,W","  130",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-02","1.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","15.6",",,W","  160",",,W","  140",",,W","5.8",",,W","8.5",",,W","    1",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-03","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.9",",,W","15.0",",,W","  120",",,W","  130",",,W","5.8",",,W","8.1",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-04","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","16.1",",,W","  160",",,W","  160",",,W","6.7",",,W","9.8",",,W","    1",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-05","4.3",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","20.6",",,W","  140",",,W","  160",",,W","7.6",",,W","12.5",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-06","2.4",",,W",,,"9.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","19.4",",,W","  280",",,W","  280",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-07","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","20.0",",,W","  240",",,W","  250",",,W","9.4",",,W","12.1",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-08","4.4",",,W",,,"8.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","20.0",",,W","  290",",,W","  270",",,W","12.5",",,W","15.7",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-09","5.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","20.6",",,W","  270",",,W","  250",",,W","11.6",",,W","17.0",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-10","4.2",",,W",,,"14.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","16.7",",,W","  310",",,W","  300",",,W","10.3",",,W","14.8",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-11","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","13.3",",,W","   10",",,W","   20",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-12","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","14.4",",,W","  310",",,W","  280",",,W","8.1",",,W","11.2",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-13","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.6",",,W","13.3",",,W","  100",",,W","  110",",,W","6.3",",,W","8.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-14","4.8",",,W",,,"18.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","18.9",",,W","  120",",,W","  120",",,W","10.3",",,W","17.9",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-15","4.7",",,W",,,"14.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","17.8",",,W","  310",",,W","  280",",,W","17.9",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-16","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","18.3",",,W","  300",",,W","  310",",,W","5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-17","2.7",",,W",,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","17.2",",,W","  100",",,W","  100",",,W","5.4",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-18","3.1",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","22.2",",,W","  200",",,W","  190",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-19","3.5",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","16.1",",,W","   20",",,W","   30",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-20","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","15.0",",,W","  350",",,W","   30",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-21","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","13.3",",,W","  100",",,W","  110",",,W","5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-22","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","15.0",",,W","  170",",,W","  150",",,W","6.7",",,W","9.4",",,W","    1",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-23","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","18.3",",,W","  240",",,W","  240",",,W","6.7",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-24","2.3",",,W",,,"5.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","20.6",",,W","  110",",,W","  240",",,W","5.8",",,W","8.1",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-25","1.8",",,W",,,"28.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","20.6",",,W","  320",",,W","  320",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-26","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","19.4",",,W","  120",",,W","  120",",,W","5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-27","4.9",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","22.2",",,W","  220",",,W","  230",",,W","10.7",",,W","15.2",",,W",,,,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-28","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","23.9",",,W","  200",",,W","  200",",,W","8.9",",,W","13.0",",,W",,,,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-29","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","18.3",",,W","  170",",,W","  290",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-30","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","17.8",",,W","   10",",,W","   20",",,W","6.7",",,W","9.8",",,W",,,,,,,,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-05-31","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","15.0",",,W","   20",",,W","   30",",,W","7.6",",,W","11.2",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-01","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","13.3",",,W","  130",",,W","  170",",,W","6.3",",,W","8.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-02","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","16.1",",,W","  180",",,W","  140",",,W","8.1",",,W","11.2",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-03","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","18.3",",,W","  190",",,W","  170",",,W","7.2",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-04","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","19.4",",,W","  190",",,W","  230",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-05","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","20.0",",,W","  230",",,W","  240",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-06","4.2",",,W",,,"1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","22.8",",,W","  240",",,W","  220",",,W","7.6",",,W","10.7",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-07","3.3",",,W",,,"1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","22.8",",,W","  230",",,W","  220",",,W","8.9",",,W","13.0",",,W",,,,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-08","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","21.1",",,W","   40",",,W","   20",",,W","6.7",",,W","8.5",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-09","4.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"34.4",",,W","21.7",",,W","  230",",,W","  260",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-10","2.3",",,W",,,"2.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","20.0",",,W","  300",",,W","  300",",,W","8.1",",,W","11.2",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-11","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","18.9",",,W","  120",",,W","  140",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-12","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","19.4",",,W","  120",",,W","   60",",,W","7.2",",,W","10.7",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-13","4.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","18.9",",,W","  100",",,W","   70",",,W","9.8",",,W","14.8",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-14","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.9",",,W","18.9",",,W","   30",",,W","   40",",,W","7.6",",,W","11.2",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-15","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"35.0",",,W","23.3",",,W","   90",",,W","   90",",,W","6.3",",,W","9.4",",,W",,,,,"    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-16","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","20.6",",,W","  100",",,W","   90",",,W","6.7",",,W","9.8",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-17","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","20.6",",,W","  130",",,W","   90",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-18","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","17.2",",,W","  100",",,W","   90",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-19","3.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","18.3",",,W","  100",",,W","  100",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-20","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","18.3",",,W","   80",",,W","   80",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-21","2.6",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","18.9",",,W","   60",",,W","  140",",,W","6.7",",,W","9.4",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-22","2.9",",,W",,,"3.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","21.7",",,W","  100",",,W","  140",",,W","7.2",",,W","9.4",",,W","    1",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-23","4.6",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","23.3",",,W","  190",",,W","  190",",,W","9.4",",,W","13.0",",,W","    1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-24","4.4",",,W",,,"21.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"37.2",",,W","23.3",",,W","   10",",,W","  230",",,W","13.0",",,W","17.4",",,W","    1",",,W",,,"    1",",,W","    1",",,W",,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-06-25","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","23.3",",,W","   90",",,W","  100",",,W","7.2",",,W","9.8",",,W","    1",",,W","    1",",,W",,,,,,
