"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-16","3.6",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","1.7",",,W","  330",",,W","  350",",,W","10.7",",,W","14.3",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-17","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","-3.8",",,W","  340",",,W","  340",",,W","7.6",",,W","10.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-18","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","-5.5",",,W","  200",",,W","  180",",,W","7.2",",,W","11.2",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-19","5.7",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","2.2",",,W","  310",",,W","  300",",,W","13.0",",,W","17.0",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-20","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"3.9",",,W","-3.8",",,W","  320",",,W","  320",",,W","10.7",",,W","14.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-21","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.1",",,W","-7.1",",,W","  340",",,W","  340",",,W","9.4",",,W","13.0",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-22","1.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","-6.6",",,W","  110",",,W","  100",",,W","4.5",",,W","6.7",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-23","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","0.0",",,W","  120",",,W","  140",",,W","4.5",",,W","7.6",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-24","2.9",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","10.0",",,W","  150",",,W","  160",",,W","6.7",",,W","10.7",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-25","3.4",",,W",,,"2.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","17.8",",,W","  190",",,W","  180",",,W","8.1",",,W","11.6",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-26","4.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","15.6",",,W","  250",",,W","  250",",,W","9.4",",,W","12.5",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-27","2.0",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","13.3",",,W","  180",",,W","  170",",,W","6.3",",,W","9.4",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-28","6.9",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","11.1",",,W","  250",",,W","  250",",,W","13.9",",,W","18.8",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-29","4.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","5.0",",,W","  330",",,W","  330",",,W","9.8",",,W","13.4",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-30","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","1.1",",,W","  110",",,W","   70",",,W","5.8",",,W","8.1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-01-31","3.4",",,W",,,"1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","4.4",",,W","  340",",,W","  340",",,W","7.6",",,W","13.0",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-01","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","0.6",",,W","  180",",,W","  290",",,W","5.8",",,W","7.6",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-02","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","4.4",",,W","   60",",,W","   60",",,W","7.6",",,W","11.2",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-03","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","1.1",",,W","  360",",,W","   50",",,W","7.6",",,W","10.7",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-04","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","-1.0",",,W","   60",",,W","   70",",,W","7.2",",,W","10.3",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-05","6.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","4.4",",,W","   30",",,W","   20",",,W","9.8",",,W","13.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-06","7.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","2.8",",,W","   20",",,W","  360",",,W","10.7",",,W","16.5",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-07","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","0.6",",,W","   20",",,W","  360",",,W","8.9",",,W","12.5",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-08","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","-1.0",",,W","  100",",,W","   90",",,W","4.5",",,W","6.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-09","1.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","3.9",",,W","  200",",,W","  200",",,W","5.4",",,W","7.2",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-10","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","10.0",",,W","  250",",,W","  250",",,W","7.6",",,W","10.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-11","4.6",",,W",,,"2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","14.4",",,W","  240",",,W","  260",",,W","11.6",",,W","16.5",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-12","2.6",",,W",,,"30.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","15.6",",,W","  130",",,W","  120",",,W","5.8",",,W","8.9",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-13","6.7",",,W",,,"2.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","4.4",",,W","  250",",,W","  280",",,W","15.7",",,W","23.7",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-14","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","1.1",",,W","  310",",,W","  270",",,W","8.1",",,W","11.2",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-15","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","2.8",",,W","  200",",,W","  180",",,W","9.4",",,W","13.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-16","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","8.3",",,W","  250",",,W","  240",",,W","6.3",",,W","8.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-17","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","6.7",",,W","  320",",,W","  320",",,W","8.9",",,W","11.6",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-18","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","2.8",",,W","   10",",,W","   10",",,W","7.2",",,W","8.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-19","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","0.6",",,W","   10",",,W","   50",",,W","6.7",",,W","8.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-20","4.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","1.1",",,W","   20",",,W","   20",",,W","7.6",",,W","10.7",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-21","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","1.7",",,W","  360",",,W","  350",",,W","8.1",",,W","10.7",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-22","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","0.0",",,W","  170",",,W","  170",",,W","7.6",",,W","11.6",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-23","5.7",",,W",,,"11.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","8.9",",,W","  210",",,W","  230",",,W","10.3",",,W","16.5",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-24","3.8",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","5.6",",,W","  290",",,W","  300",",,W","12.5",",,W","16.5",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-25","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","2.8",",,W","   40",",,W","   40",",,W","6.7",",,W","9.4",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-26","3.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","2.2",",,W","  200",",,W","  190",",,W","7.2",",,W","11.2",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-27","3.6",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","6.1",",,W","  180",",,W","  180",",,W","9.8",",,W","17.0",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-28","8.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","16.7",",,W","  210",",,W","  220",",,W","16.1",",,W","24.6",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-02-29","4.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","6.7",",,W","  320",",,W","  330",",,W","11.2",",,W","14.8",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-01","5.3",",,W",,,"6.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","7.8",",,W","   90",",,W","   90",",,W","9.8",",,W","13.4",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-02","2.6",",,W",,,"38.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","15.6",",,W","  130",",,W","  130",",,W","7.2",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-03","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","13.3",",,W","  110",",,W","  110",",,W","6.3",",,W","8.1",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-04","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","13.9",",,W","  340",",,W","  340",",,W","9.4",",,W","12.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-05","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","9.4",",,W","  170",",,W","  150",",,W","6.3",",,W","9.4",",,W","    1",",,W","    1",",,W",,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-06","2.9",",,W",,,"8.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","14.4",",,W","  190",",,W","  180",",,W","8.9",",,W","12.5",",,W","    1",",,W","    1",",,W","    1",",,W",,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-07","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","10.6",",,W","   20",",,W","   10",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-08","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","10.0",",,W","   70",",,W","   60",",,W","7.6",",,W","10.7",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-09","5.6",",,W",,,"6.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","11.1",",,W","  140",",,W","  120",",,W","10.7",",,W","18.3",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-10","6.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","9.4",",,W","  290",",,W","  280",",,W","12.5",",,W","15.7",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-11","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","6.1",",,W","  320",",,W","  310",",,W","9.8",",,W","13.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-12","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","4.4",",,W","  190",",,W","  240",",,W","7.6",",,W","9.8",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-13","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","9.4",",,W","  190",",,W","  250",",,W","8.1",",,W","10.3",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-14","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","7.8",",,W","  160",",,W","  170",",,W","6.7",",,W","8.9",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-15","4.3",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","13.9",",,W","  220",",,W","  230",",,W","9.4",",,W","12.5",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-16","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","14.4",",,W","   70",",,W","   80",",,W","9.4",",,W","12.1",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-17","4.4",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","15.6",",,W","  230",",,W","  220",",,W","8.1",",,W","11.2",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-18","4.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","10.0",",,W","  340",",,W","  330",",,W","12.5",",,W","20.1",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-19","4.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","3.3",",,W","  330",",,W","  330",",,W","13.9",",,W","19.2",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-20","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","8.9",",,W","  210",",,W","  230",",,W","8.1",",,W","12.5",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-21","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","7.2",",,W","   70",",,W","   50",",,W","8.1",",,W","11.6",",,W",,,,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-22","3.9",",,W",,,"19.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","10.0",",,W","  120",",,W","  110",",,W","9.8",",,W","14.8",",,W","    1",",,W",,,,,,
"USW00013748","WILMINGTON INTERNATIONAL AIRPORT, NC US","34.26678","-77.89987","7.0","2024-03-23","4.2",",,W",,,"44.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","13.9",",,W","  180",",,W","  190",",,W","14.3",",,W","21.5",",,W","    1",",,W",,,"    1",",,W",,
